CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,Modalidade,UF,RegistroANS
66477217000103,UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO,1T,2025,155735.61,Cooperativa MÃ©dica,MG,345458
21839519000138,UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA,1T,2025,40109469.06,Cooperativa MÃ©dica,MG,345709
52204526000197,UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,1T,2025,7258729.88,Cooperativa odontolÃ³gica,SP,346004
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,1T,2025,78238.18,AutogestÃ£o,DF,346659
59527440000144,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,1T,2025,3525143.16,Cooperativa odontolÃ³gica,SP,347795
28714533000154,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,1T,2025,191122709.54,Cooperativa MÃ©dica,RJ,344397
62511019000150,ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS,1T,2025,104464984.49,Medicina de Grupo,SP,344800
42043067000153,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,1T,2025,1083893.26,Cooperativa MÃ©dica,BA,346209
01569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,1T,2025,18617387.37,Cooperativa MÃ©dica,SC,346951
69015113000167,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,1T,2025,3586080.55,Cooperativa odontolÃ³gica,SP,347604
45399961000159,UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO,1T,2025,1573570.58,Cooperativa MÃ©dica,SP,348295
56384183000140,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO,1T,2025,200273.64,Filantropia,SP,347655
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,1T,2025,5010.01,AutogestÃ£o,RJ,347825
00338763000147,PLENA SAÚDE S.A.,1T,2025,154212.72,Medicina de Grupo,SP,348830
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,1T,2025,137652.85,Filantropia,SP,345091
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,1T,2025,2662891.93,Cooperativa MÃ©dica,SP,347108
01554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,1T,2025,3144224.93,Cooperativa MÃ©dica,SC,348244
26185199000163,UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,1T,2025,18130.76,Cooperativa odontolÃ³gica,MG,344451
65422339000121,UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO,1T,2025,3502457.18,Cooperativa MÃ©dica,SP,345598
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,1T,2025,2536813.89,Cooperativa MÃ©dica,SP,348082
65732836000126,UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO,1T,2025,19776.3,Cooperativa MÃ©dica,SP,345776
58837188000107,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,1T,2025,10117914.36,Cooperativa MÃ©dica,SP,346276
00697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,1T,2025,5468578.82,Cooperativa MÃ©dica,RO,347507
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,1T,2025,116318.29,Cooperativa MÃ©dica,MG,347736
17845504000105,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,1T,2025,1243632.85,Cooperativa MÃ©dica,MG,344729
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,1T,2025,2572337.36,Cooperativa MÃ©dica,PE,344885
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,1T,2025,22971.96,Cooperativa odontolÃ³gica,RN,345318
00628107000189,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,1T,2025,10527472.78,AutogestÃ£o,DF,346926
42785902000120,INFINITY SAÚDE SUPLEMENTAR LTDA,1T,2025,125.0,Medicina de Grupo,MT,423564
49792664000120,SUL DO PARÁ LTDA,1T,2025,6182671.27,Medicina de Grupo,PA,423718
43047552000168,AMPLITUDE PLANOS DE SAUDE LTDA,1T,2025,174.94,Medicina de Grupo,MG,423858
49168700000189,PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.,1T,2025,601.19,Medicina de Grupo,SP,424161
53249803000140,ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA,1T,2025,39841.0,Medicina de Grupo,SP,423912
48982275000102,INNOVA PLANO DE SAUDE LTDA,1T,2025,906712.08,Medicina de Grupo,RO,423572
49955478000164,AURORA SAÚDE LTDA,1T,2025,208422.65,Medicina de Grupo,MG,423629
54557861000102,BLUZZ SAÚDE S/A,1T,2025,17297.43,Medicina de Grupo,ES,424170
51212821000122,SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,1T,2025,178178.2,Medicina de Grupo,MG,423815
53654432000182,INTEGRALCARE PLANOS DE SAUDE LTDA,1T,2025,1.0,Medicina de Grupo,BA,423939
03284505000113,HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO,1T,2025,41349289.7,Filantropia,CE,424129
51421959000131,VCT PLANOS DE SAUDE LTDA,1T,2025,51085.16,Medicina de Grupo,MG,424013
39734514000106,GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.,1T,2025,222499.47,Administradora de BenefÃ­cios,SP,424226
11641931000195,FEBRAFITE SAUDE,1T,2025,100677.56,AutogestÃ£o,DF,423777
29754208000188,VALE PLANOS DE SAÚDE LTDA,1T,2025,30862.13,Medicina de Grupo,PE,424048
56307500000125,AMAZIL ASSISTENCIA MEDICA DO BRASIL LTDA,1T,2025,15560.46,Medicina de Grupo,RJ,424234
49481538000154,SAUDIA ASSISTENCIA MÉDICA LTDA,1T,2025,2352.34,Medicina de Grupo,MG,423645
51107481000170,EVOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA,1T,2025,937470.02,Administradora de BenefÃ­cios,MG,423785
54698763000187,SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA,1T,2025,25553.93,Administradora de BenefÃ­cios,SP,424145
57522360000170,AIRES OPERADORA DE SAUDE LTDA,1T,2025,190147.45,Medicina de Grupo,PE,424285
92030543000170,HOSPITAL DE CLÍNICAS DE PASSO FUNDO,1T,2025,218090.67,Filantropia,RS,424391
47325263000134,"ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE",1T,2025,1091417.51,AutogestÃ£o,PE,423432
50876139000171,NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA,1T,2025,4686.4,Medicina de Grupo,RJ,423661
58324562000170,SALVE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA,1T,2025,302258.64,Administradora de BenefÃ­cios,RJ,424421
46024429000110,XP ADMINISTRADORA DE BENEFÍCIOS LTDA.,1T,2025,97067.57,Administradora de BenefÃ­cios,SP,423505
50991788000113,VITACARE PLANOS DE SAUDE LTDA,1T,2025,1.0,Medicina de Grupo,BA,423831
42115166000101,REAL GRANDEZA SAÚDE,1T,2025,31802.4,AutogestÃ£o,RJ,423513
48578525000135,EGRÉGORA  ADMINISTRADORA DE BENEFICIOS S/A,1T,2025,1.0,Administradora de BenefÃ­cios,ES,423521
49754083000101,EVO SAUDE ASSISTENCIA MEDICA LTDA,1T,2025,5484.53,Medicina de Grupo,DF,423700
43079723000130,TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA,1T,2025,178827.8,Medicina de Grupo,MG,423548
50368034000101,UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO,1T,2025,433149.67,Cooperativa MÃ©dica,SP,304123
48090146000100,UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MÉDICAS,1T,2025,6878912.76,Cooperativa MÃ©dica,SP,300870
62638374000194,CENTRO TRASMONTANO DE SAO PAULO,1T,2025,105961.33,Medicina de Grupo,SP,303623
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,1T,2025,333763.9,Odontologia de Grupo,SP,310981
45981176000100,ANAFE SAUDE,1T,2025,1314.8,AutogestÃ£o,GO,423319
33922160000147,ASSOCIAÇÃO FCA SAÚDE,1T,2025,6707395.55,AutogestÃ£o,MG,422053
34608096000197,UNIVIDA USA OPERADORA EM SAUDE S/A,1T,2025,19220.99,Medicina de Grupo,SP,422134
36186642000174,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,1T,2025,135200.24,Odontologia de Grupo,MG,422355
39149389000177,LIVRI OPERADORA DE PLANO DE SAÚDE LTDA,1T,2025,136869.62,Medicina de Grupo,SP,422479
37319040000100,VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA,1T,2025,466736.77,Medicina de Grupo,SP,422487
40187311000126,GOCARE PLANOS DE SAUDE LTDA,1T,2025,23867702.76,Medicina de Grupo,SP,422681
37020290000145,TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE,1T,2025,86472.45,Medicina de Grupo,ES,422827
45568546000181,ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA,1T,2025,9961.12,Odontologia de Grupo,SP,423262
32421708000102,BEST SENIOR OPERADORA DE SAÚDE LTDA,1T,2025,23233878.43,Medicina de Grupo,ES,421766
34732056000152,ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,1T,2025,570460.61,Medicina de Grupo,BA,422151
37442364000131,ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.,1T,2025,38462.03,Administradora de BenefÃ­cios,DF,422576
41248894000110,VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.,1T,2025,154526.04,Medicina de Grupo,SP,422835
42750007000170,UNICOR ADMINISTRADORA DE BENEFICIOS LTDA,1T,2025,766883.45,Administradora de BenefÃ­cios,MG,423041
29117294000118,PLANO SIGMA SAÚDE LTDA,1T,2025,863916.35,Medicina de Grupo,SP,423408
34844263000107,ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,1T,2025,197737.47,AutogestÃ£o,RJ,422070
02753398000162,SF SISTEMAS DE SAÚDE LTDA,1T,2025,16982.18,Medicina de Grupo,SP,422371
40038813000195,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,1T,2025,654.05,Medicina de Grupo,SP,422746
40037284000105,SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA,1T,2025,680.0,Medicina de Grupo,BA,423106
43383373000100,CLICSAUDE ADMINISTRADORA DE BENEFICIOS LTDA,1T,2025,29027.11,Administradora de BenefÃ­cios,SP,423327
03013779000178,ANGELI SISTEMAS DE SAUDE S.A.,1T,2025,111974.68,Medicina de Grupo,PR,421871
44477823000188,INTEGRA ASSISTENCIA MEDICA SA,1T,2025,397322.73,Medicina de Grupo,SP,423173
46426569000114,UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.,1T,2025,3081.69,Medicina de Grupo,DF,423335
36263502000152,CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.,1T,2025,807846.53,Medicina de Grupo,RJ,422304
40246859000108,ODILE SERVIÇOS DE SAÚDE LTDA.,1T,2025,415767.83,Medicina de Grupo,SP,422754
38272479000198,PB ASSISTENCIA MEDICA EU LTDA,1T,2025,244900.05,Medicina de Grupo,BA,422584
41397957000109,SALUTY ADMINISTRADORA DE BENEFICIOS LTDA,1T,2025,13873.78,Administradora de BenefÃ­cios,RJ,422860
34266553000102,ALICE OPERADORA LTDA.,1T,2025,8942320.82,Medicina de Grupo,SP,421928
34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,1T,2025,1162018.77,Odontologia de Grupo,SP,422088
35657268000185,ASSOCIAÇÃO DE SAÚDE DO VALE,1T,2025,1658866.81,Medicina de Grupo,SC,422321
34673588000166,BIT LIFE BENEFÍCIOS LTDA,1T,2025,36927.26,Administradora de BenefÃ­cios,SP,422401
55990451000105,SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA,1T,2025,90629.83,Filantropia,SP,422762
45050963000138,BEMSTAR ASSISTENCIA MEDICA LTDA,1T,2025,35905.71,Medicina de Grupo,BA,423181
36567721000125,SAMI ASSISTÊNCIA MÉDICA LTDA,1T,2025,35329.27,Medicina de Grupo,SP,422398
04574626000162,CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL,1T,2025,8144.05,AutogestÃ£o,MS,421341
27452545000195,2CARE OPERADORA DE SAÚDE LTDA.,1T,2025,697142.15,Medicina de Grupo,SP,421421
31097886000167,PERSONAL CARE OPERADORA DE SAÚDE SA,1T,2025,43697.21,Medicina de Grupo,SP,421707
15011651000154,BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A,1T,2025,269660.49,Medicina de Grupo,SP,421715
27047334000177,HEALTH-MED SISTEMA DE SAUDE LTDA,1T,2025,881295.09,Medicina de Grupo,RJ,421723
15713057000105,ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL,1T,2025,793354.47,Medicina de Grupo,BA,420000
19031941000110,SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.,1T,2025,720786.83,Odontologia de Grupo,SP,420051
13083167000105,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,1T,2025,817242.7,AutogestÃ£o,SE,420093
24645912000189,PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA,1T,2025,47690319.51,Medicina de Grupo,SP,420166
26114773000192,MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A,1T,2025,101535.0,Administradora de BenefÃ­cios,ES,420859
27113113000150,S1 OPERADORA DE PLANO DE SAÚDE LTDA,1T,2025,16200.88,Medicina de Grupo,DF,420981
28311619000136,NEXO - ADMINISTRADORA DE BENEFICIOS LTDA,1T,2025,4710.15,Administradora de BenefÃ­cios,SP,421146
31596055000130,BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,1T,2025,5227.61,Odontologia de Grupo,TO,421561
24277422000177,UNICONSULT - ADMINISTRADORA DE BENEFICIOS E SERVICOS LTDA,1T,2025,232574.04,Administradora de BenefÃ­cios,SP,420107
77893469000121,HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO,1T,2025,9872123.96,Filantropia,PR,420930
28633372000174,SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.,1T,2025,6368907.29,Medicina de Grupo,SP,421154
25063964000100,FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,1T,2025,320246.79,AutogestÃ£o,RS,420701
29910807000143,RIO DOCE SAÚDE,1T,2025,15878.69,Medicina de Grupo,ES,421359
29174910000172,AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,1T,2025,40186.94,Medicina de Grupo,SP,421731
24807514000111,ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,1T,2025,7786.4,Medicina de Grupo,SP,420786
22709109000135,BENEFICENCIA SOCIAL BOM SAMARITANO,1T,2025,84565.63,Filantropia,MG,421189
08225953000160,SANTA CASA DE MAUÁ SAÚDE,1T,2025,30863759.14,Medicina de Grupo,SP,421197
30724638000136,ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL,1T,2025,263.28,Medicina de Grupo,SP,421618
23557177000199,ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,1T,2025,1377.79,Medicina de Grupo,SP,420123
28310835000167,MEDHEALTH PLANOS DE SAÚDE LTDA,1T,2025,1409260.77,Medicina de Grupo,PR,421367
22694698000125,INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA,1T,2025,234777.54,Medicina de Grupo,SP,420841
28953753000130,SD-M OPERADORA DE PLANOS DE SAUDE LTDA,1T,2025,162774.81,Medicina de Grupo,RJ,421634
25141173000150,ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE,1T,2025,10497.48,Medicina de Grupo,SP,420816
27323544000140,QUALI ADMINISTRADORA DE BENEFÍCIOS S/A,1T,2025,21203.46,Administradora de BenefÃ­cios,ES,420999
60961422000155,"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO",1T,2025,1547532.77,AutogestÃ£o,SP,420077
31763326000102,EXCELÊNCIA PLANO DE SAÚDE S/A,1T,2025,225.39,Medicina de Grupo,ES,421642
23821141000170,MUITO MAIS SAÚDE ADMINISTRADORA DE BENEFÍCIOS,1T,2025,528477.11,Administradora de BenefÃ­cios,RJ,420140
29958867000136,INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA,1T,2025,31843.44,Administradora de BenefÃ­cios,SP,421375
23869306000184,ASSOCIAÇÃO PADRE ALBINO SAÚDE,1T,2025,2825114.17,Medicina de Grupo,SP,420158
27067508000163,ASSOCIAÇÃO SÃO LUIZ SAÚDE,1T,2025,1579.4,Medicina de Grupo,SP,421006
30489359000135,SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.,1T,2025,621417.31,Administradora de BenefÃ­cios,RJ,421405
19512026000147,PLAMESC PLANOS DE SAÚDE LTDA,1T,2025,12454.27,Medicina de Grupo,RJ,419974
23053901000147,SANTA CASA DE SAÚDE - SCS,1T,2025,13249.92,Medicina de Grupo,ES,420085
28400880000102,QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME,1T,2025,507822.54,Administradora de BenefÃ­cios,RJ,421243
41715325000138,ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.,1T,2025,1129172.84,Administradora de BenefÃ­cios,SP,422941
42209475000132,TOTAL SAUDE  ADMINISTRADORA DE BENEFICIOS EIRELI,1T,2025,105.0,Administradora de BenefÃ­cios,ES,423017
46614535000153,AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.,1T,2025,618928.22,Medicina de Grupo,RO,423351
41929347000109,PRESERVE SAUDE ASSISTENCIA MEDICA LTDA,1T,2025,13764.84,Medicina de Grupo,BA,422959
00841848000143,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,1T,2025,46809.01,AutogestÃ£o,SP,423203
29604093000145,VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.,1T,2025,24098.47,Administradora de BenefÃ­cios,SP,422592
33379144000150,ÚNICA ASSISTENCIA MEDICA LTDA,1T,2025,1516666.19,Medicina de Grupo,SP,421944
36503186000149,LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A,1T,2025,44081.4,Medicina de Grupo,RJ,422339
39427632000171,ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS,1T,2025,1969323.82,AutogestÃ£o,RJ,422631
41432461000110,TEMPO MED PLANO DE SAUDE LTDA,1T,2025,479711.11,Medicina de Grupo,SC,422771
34539000000186,KLINI PLANOS DE SAÚDE LTDA,1T,2025,2431757.73,Medicina de Grupo,RJ,422029
34811615000110,UP HEALTH ADMINISTRADORA DE BENEFÍCIOS S/A,1T,2025,6570937.51,Administradora de BenefÃ­cios,ES,422126
30951661000163,TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.,1T,2025,3102903.58,Administradora de BenefÃ­cios,SP,421740
40208487000117,VIVER BEM ADMINISTRADORA DE BENEFÍCIOS LTDA,1T,2025,16752.02,Administradora de BenefÃ­cios,RJ,422657
32206950000163,SANUS ADMINISTRADORA DE BENEFÍCIOS LTDA,1T,2025,13461.06,Administradora de BenefÃ­cios,ES,421758
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,1T,2025,9918618.28,Cooperativa MÃ©dica,PR,358096
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,1T,2025,280730.02,Cooperativa odontolÃ³gica,GO,358436
44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,1T,2025,94658596.37,Medicina de Grupo,SP,359017
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,1T,2025,1448352.48,Cooperativa MÃ©dica,MT,359777
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,1T,2025,17960351.78,Cooperativa MÃ©dica,RJ,360414
86584901000193,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,1T,2025,1755.82,Cooperativa MÃ©dica,MG,354678
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,1T,2025,4844078.22,Cooperativa MÃ©dica,SP,354783
42946061000196,UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,1T,2025,84082.22,Cooperativa MÃ©dica,MG,354996
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,1T,2025,382099.2,Cooperativa MÃ©dica,SP,355577
76590884000143,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,1T,2025,633101.98,Cooperativa MÃ©dica,SC,355691
07583396000196,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,1T,2025,89284.04,Cooperativa MÃ©dica,CE,356123
79831608000118,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,1T,2025,366790.84,AutogestÃ£o,SC,356476
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,1T,2025,1407421.45,Cooperativa MÃ©dica,MG,356581
87638334000173,UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,1T,2025,3690.92,Cooperativa MÃ©dica,RS,357022
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1T,2025,44468.08,Cooperativa MÃ©dica,RS,357260
27578434000120,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,1T,2025,18858806.52,Cooperativa MÃ©dica,ES,357391
00361325000108,HUMANA SAÚDE NORDESTE LTDA.,1T,2025,312916634.76,Medicina de Grupo,PI,357511
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,1T,2025,20563084.72,Medicina de Grupo,GO,358053
16991945000152,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,1T,2025,65428326.37,Cooperativa MÃ©dica,MG,359289
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,1T,2025,97102.53,Medicina de Grupo,SP,355097
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,1T,2025,2352119.23,Cooperativa MÃ©dica,SP,355721
88258884000120,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,1T,2025,308926.2,Cooperativa MÃ©dica,RS,356417
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,1T,2025,108934.16,Cooperativa MÃ©dica,MG,359033
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,1T,2025,494065.97,Medicina de Grupo,SP,360244
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,1T,2025,335753.27,Cooperativa MÃ©dica,MG,355593
01608379000180,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,1T,2025,477080.48,Cooperativa MÃ©dica,SP,357138
53678264000165,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,1T,2025,1400947.24,Cooperativa MÃ©dica,SP,358088
04204285000133,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,1T,2025,399408.16,AutogestÃ£o,PA,358754
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,1T,2025,1941525.79,Medicina de Grupo,SP,359661
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,1T,2025,141030.53,Cooperativa MÃ©dica,PR,358282
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO,1T,2025,1212214.01,Cooperativa MÃ©dica,PR,354627
19969500000164,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,1T,2025,135239.52,AutogestÃ£o,MG,357669
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO,1T,2025,1003566.4,Cooperativa MÃ©dica,GO,357715
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,1T,2025,505163.94,AutogestÃ£o,CE,359122
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,1T,2025,1368476.25,AutogestÃ£o,PR,355151
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,1T,2025,32556943.41,Cooperativa MÃ©dica,SC,360449
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,1T,2025,17160.3,Cooperativa odontolÃ³gica,GO,358339
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,1T,2025,466252.71,AutogestÃ£o,SP,380661
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,1T,2025,1394121.1,AutogestÃ£o,RS,382639
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,1T,2025,377314.27,Cooperativa MÃ©dica,MG,384577
01445199000124,UNIHOSP SAÚDE LTDA,1T,2025,1390055.89,Medicina de Grupo,SP,385255
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,1T,2025,163171.8,AutogestÃ£o,MG,368920
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,1T,2025,298936.73,Cooperativa MÃ©dica,SP,369659
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,1T,2025,15932420.45,Cooperativa MÃ©dica,PR,370070
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,1T,2025,74528.01,Cooperativa MÃ©dica,MG,370088
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,1T,2025,19882.23,Cooperativa MÃ©dica,PR,370681
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,1T,2025,985122.65,Cooperativa MÃ©dica,PR,371106
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,1T,2025,474903.67,Cooperativa MÃ©dica,ES,371629
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,1T,2025,111223.66,Cooperativa MÃ©dica,SC,372561
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,1T,2025,24270367.01,Odontologia de Grupo,SP,374440
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,1T,2025,748673.42,AutogestÃ£o,MG,378216
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,1T,2025,29322364.89,Medicina de Grupo,CE,368253
