CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
351792,PENDENTE_ENRIQUECIMENTO,1T,2025,26482179.29
352314,PENDENTE_ENRIQUECIMENTO,1T,2025,469138.3
352501,PENDENTE_ENRIQUECIMENTO,1T,2025,48565061.86
352543,PENDENTE_ENRIQUECIMENTO,1T,2025,47306059.18
352683,PENDENTE_ENRIQUECIMENTO,1T,2025,932018.85
353060,PENDENTE_ENRIQUECIMENTO,1T,2025,3852414.22
350770,PENDENTE_ENRIQUECIMENTO,1T,2025,832.76
353027,PENDENTE_ENRIQUECIMENTO,1T,2025,465235.76
354562,PENDENTE_ENRIQUECIMENTO,1T,2025,93955576.97
353698,PENDENTE_ENRIQUECIMENTO,1T,2025,102641.15
354031,PENDENTE_ENRIQUECIMENTO,1T,2025,2576269.61
354279,PENDENTE_ENRIQUECIMENTO,1T,2025,852500.8
354619,PENDENTE_ENRIQUECIMENTO,1T,2025,31851.13
352179,PENDENTE_ENRIQUECIMENTO,1T,2025,162880.43
353264,PENDENTE_ENRIQUECIMENTO,1T,2025,5396.84
351776,PENDENTE_ENRIQUECIMENTO,1T,2025,13010589.04
352331,PENDENTE_ENRIQUECIMENTO,1T,2025,1440215.77
352519,PENDENTE_ENRIQUECIMENTO,1T,2025,336743.3
351202,PENDENTE_ENRIQUECIMENTO,1T,2025,2078181.9
352586,PENDENTE_ENRIQUECIMENTO,1T,2025,13572783.3
350371,PENDENTE_ENRIQUECIMENTO,1T,2025,1780406.64
353353,PENDENTE_ENRIQUECIMENTO,1T,2025,476568.27
354325,PENDENTE_ENRIQUECIMENTO,1T,2025,1417566.91
327638,PENDENTE_ENRIQUECIMENTO,1T,2025,32508.6
326500,PENDENTE_ENRIQUECIMENTO,1T,2025,152851.47
329355,PENDENTE_ENRIQUECIMENTO,1T,2025,13105.16
331317,PENDENTE_ENRIQUECIMENTO,1T,2025,342079.26
327417,PENDENTE_ENRIQUECIMENTO,1T,2025,2272042.58
327328,PENDENTE_ENRIQUECIMENTO,1T,2025,8220.53
324477,PENDENTE_ENRIQUECIMENTO,1T,2025,2530146.07
350141,PENDENTE_ENRIQUECIMENTO,1T,2025,680449.57
350249,PENDENTE_ENRIQUECIMENTO,1T,2025,1790677.8
304131,PENDENTE_ENRIQUECIMENTO,1T,2025,30838972.23
304395,PENDENTE_ENRIQUECIMENTO,1T,2025,34480578.46
304484,PENDENTE_ENRIQUECIMENTO,1T,2025,44728792.03
304701,PENDENTE_ENRIQUECIMENTO,1T,2025,3104734.08
304883,PENDENTE_ENRIQUECIMENTO,1T,2025,1132565.85
305421,PENDENTE_ENRIQUECIMENTO,1T,2025,2010880.51
006246,PENDENTE_ENRIQUECIMENTO,1T,2025,7592683303.83
300713,PENDENTE_ENRIQUECIMENTO,1T,2025,7503.91
301060,PENDENTE_ENRIQUECIMENTO,1T,2025,76850.0
301574,PENDENTE_ENRIQUECIMENTO,1T,2025,65308205.24
301744,PENDENTE_ENRIQUECIMENTO,1T,2025,35552.52
302147,PENDENTE_ENRIQUECIMENTO,1T,2025,1793524745.77
303267,PENDENTE_ENRIQUECIMENTO,1T,2025,16177812.02
303739,PENDENTE_ENRIQUECIMENTO,1T,2025,1094971.31
303976,PENDENTE_ENRIQUECIMENTO,1T,2025,3700837.76
302953,PENDENTE_ENRIQUECIMENTO,1T,2025,134204794.05
304212,PENDENTE_ENRIQUECIMENTO,1T,2025,60703.54
303356,PENDENTE_ENRIQUECIMENTO,1T,2025,15219823.76
304051,PENDENTE_ENRIQUECIMENTO,1T,2025,973842.81
304441,PENDENTE_ENRIQUECIMENTO,1T,2025,1991799.98
304531,PENDENTE_ENRIQUECIMENTO,1T,2025,84344.79
301124,PENDENTE_ENRIQUECIMENTO,1T,2025,253422.29
302228,PENDENTE_ENRIQUECIMENTO,1T,2025,30899.3
303844,PENDENTE_ENRIQUECIMENTO,1T,2025,468412.61
305472,PENDENTE_ENRIQUECIMENTO,1T,2025,1348897.1
300136,PENDENTE_ENRIQUECIMENTO,1T,2025,1082330.1
301728,PENDENTE_ENRIQUECIMENTO,1T,2025,8211.92
301949,PENDENTE_ENRIQUECIMENTO,1T,2025,1137184.63
303178,PENDENTE_ENRIQUECIMENTO,1T,2025,51465.94
304344,PENDENTE_ENRIQUECIMENTO,1T,2025,1064010.02
304468,PENDENTE_ENRIQUECIMENTO,1T,2025,2153357.83
305227,PENDENTE_ENRIQUECIMENTO,1T,2025,2530692.26
300730,PENDENTE_ENRIQUECIMENTO,1T,2025,3131.38
302627,PENDENTE_ENRIQUECIMENTO,1T,2025,176320.53
311391,PENDENTE_ENRIQUECIMENTO,1T,2025,4671542.12
311715,PENDENTE_ENRIQUECIMENTO,1T,2025,42793639.31
311944,PENDENTE_ENRIQUECIMENTO,1T,2025,10186537.25
312126,PENDENTE_ENRIQUECIMENTO,1T,2025,802.39
312363,PENDENTE_ENRIQUECIMENTO,1T,2025,13246.23
305626,PENDENTE_ENRIQUECIMENTO,1T,2025,1686960.97
306100,PENDENTE_ENRIQUECIMENTO,1T,2025,477463.39
306398,PENDENTE_ENRIQUECIMENTO,1T,2025,2352733.41
306762,PENDENTE_ENRIQUECIMENTO,1T,2025,59283.73
307319,PENDENTE_ENRIQUECIMENTO,1T,2025,681852.17
309028,PENDENTE_ENRIQUECIMENTO,1T,2025,82912.22
309087,PENDENTE_ENRIQUECIMENTO,1T,2025,182254.09
309524,PENDENTE_ENRIQUECIMENTO,1T,2025,83855.55
310239,PENDENTE_ENRIQUECIMENTO,1T,2025,61538.58
311057,PENDENTE_ENRIQUECIMENTO,1T,2025,2540988.46
311294,PENDENTE_ENRIQUECIMENTO,1T,2025,178887.57
311359,PENDENTE_ENRIQUECIMENTO,1T,2025,421208.13
312282,PENDENTE_ENRIQUECIMENTO,1T,2025,643619.43
306126,PENDENTE_ENRIQUECIMENTO,1T,2025,31834.26
310247,PENDENTE_ENRIQUECIMENTO,1T,2025,402455.33
311618,PENDENTE_ENRIQUECIMENTO,1T,2025,993608.85
312592,PENDENTE_ENRIQUECIMENTO,1T,2025,183937.1
307751,PENDENTE_ENRIQUECIMENTO,1T,2025,68599.55
311961,PENDENTE_ENRIQUECIMENTO,1T,2025,1764.59
306886,PENDENTE_ENRIQUECIMENTO,1T,2025,3461856.13
311847,PENDENTE_ENRIQUECIMENTO,1T,2025,1056829.93
305928,PENDENTE_ENRIQUECIMENTO,1T,2025,111501.61
309907,PENDENTE_ENRIQUECIMENTO,1T,2025,3544641.61
311146,PENDENTE_ENRIQUECIMENTO,1T,2025,94206.36
312347,PENDENTE_ENRIQUECIMENTO,1T,2025,2261893.85
308811,PENDENTE_ENRIQUECIMENTO,1T,2025,2478.93
311375,PENDENTE_ENRIQUECIMENTO,1T,2025,40917.34
306754,PENDENTE_ENRIQUECIMENTO,1T,2025,838937.69
306045,PENDENTE_ENRIQUECIMENTO,1T,2025,93753.82
309222,PENDENTE_ENRIQUECIMENTO,1T,2025,1545359.44
310522,PENDENTE_ENRIQUECIMENTO,1T,2025,12249.88
343731,PENDENTE_ENRIQUECIMENTO,1T,2025,172297.53
341941,PENDENTE_ENRIQUECIMENTO,1T,2025,11090.23
342807,PENDENTE_ENRIQUECIMENTO,1T,2025,5169899.43
342386,PENDENTE_ENRIQUECIMENTO,1T,2025,41416.22
343129,PENDENTE_ENRIQUECIMENTO,1T,2025,9227.39
343331,PENDENTE_ENRIQUECIMENTO,1T,2025,864935.66
338346,PENDENTE_ENRIQUECIMENTO,1T,2025,76022.48
340162,PENDENTE_ENRIQUECIMENTO,1T,2025,410868.55
348180,PENDENTE_ENRIQUECIMENTO,1T,2025,14580386.54
348261,PENDENTE_ENRIQUECIMENTO,1T,2025,601.18
348520,PENDENTE_ENRIQUECIMENTO,1T,2025,1777703.87
349682,PENDENTE_ENRIQUECIMENTO,1T,2025,873870.62
349712,PENDENTE_ENRIQUECIMENTO,1T,2025,271952.47
344788,PENDENTE_ENRIQUECIMENTO,1T,2025,19979.05
344915,PENDENTE_ENRIQUECIMENTO,1T,2025,40552.25
345458,PENDENTE_ENRIQUECIMENTO,1T,2025,155735.61
345709,PENDENTE_ENRIQUECIMENTO,1T,2025,40109469.06
346004,PENDENTE_ENRIQUECIMENTO,1T,2025,7258729.88
346659,PENDENTE_ENRIQUECIMENTO,1T,2025,78238.18
347795,PENDENTE_ENRIQUECIMENTO,1T,2025,3525143.16
344397,PENDENTE_ENRIQUECIMENTO,1T,2025,191122709.54
344800,PENDENTE_ENRIQUECIMENTO,1T,2025,104464984.49
346209,PENDENTE_ENRIQUECIMENTO,1T,2025,1083893.26
346951,PENDENTE_ENRIQUECIMENTO,1T,2025,18617387.37
347604,PENDENTE_ENRIQUECIMENTO,1T,2025,3586080.55
348295,PENDENTE_ENRIQUECIMENTO,1T,2025,1573570.58
347655,PENDENTE_ENRIQUECIMENTO,1T,2025,200273.64
347825,PENDENTE_ENRIQUECIMENTO,1T,2025,5010.01
348830,PENDENTE_ENRIQUECIMENTO,1T,2025,154212.72
345091,PENDENTE_ENRIQUECIMENTO,1T,2025,137652.85
345741,PENDENTE_ENRIQUECIMENTO,1T,2025,134449.48
347108,PENDENTE_ENRIQUECIMENTO,1T,2025,2662891.93
348244,PENDENTE_ENRIQUECIMENTO,1T,2025,3144224.93
344451,PENDENTE_ENRIQUECIMENTO,1T,2025,18130.76
345598,PENDENTE_ENRIQUECIMENTO,1T,2025,3502457.18
346870,PENDENTE_ENRIQUECIMENTO,1T,2025,15323.34
348082,PENDENTE_ENRIQUECIMENTO,1T,2025,2536813.89
345776,PENDENTE_ENRIQUECIMENTO,1T,2025,19776.3
346276,PENDENTE_ENRIQUECIMENTO,1T,2025,10117914.36
347507,PENDENTE_ENRIQUECIMENTO,1T,2025,5468578.82
347736,PENDENTE_ENRIQUECIMENTO,1T,2025,116318.29
349534,PENDENTE_ENRIQUECIMENTO,1T,2025,1931324.01
344729,PENDENTE_ENRIQUECIMENTO,1T,2025,1243632.85
344885,PENDENTE_ENRIQUECIMENTO,1T,2025,2572337.36
345318,PENDENTE_ENRIQUECIMENTO,1T,2025,22971.96
346926,PENDENTE_ENRIQUECIMENTO,1T,2025,10527472.78
423564,PENDENTE_ENRIQUECIMENTO,1T,2025,125.0
423718,PENDENTE_ENRIQUECIMENTO,1T,2025,6182671.27
423858,PENDENTE_ENRIQUECIMENTO,1T,2025,174.94
424161,PENDENTE_ENRIQUECIMENTO,1T,2025,601.19
423912,PENDENTE_ENRIQUECIMENTO,1T,2025,39841.0
423572,PENDENTE_ENRIQUECIMENTO,1T,2025,906712.08
423629,PENDENTE_ENRIQUECIMENTO,1T,2025,208422.65
424170,PENDENTE_ENRIQUECIMENTO,1T,2025,17297.43
423742,PENDENTE_ENRIQUECIMENTO,1T,2025,326.9
423815,PENDENTE_ENRIQUECIMENTO,1T,2025,178178.2
423939,PENDENTE_ENRIQUECIMENTO,1T,2025,1.0
424129,PENDENTE_ENRIQUECIMENTO,1T,2025,41349289.7
424013,PENDENTE_ENRIQUECIMENTO,1T,2025,51085.16
424226,PENDENTE_ENRIQUECIMENTO,1T,2025,222499.47
423777,PENDENTE_ENRIQUECIMENTO,1T,2025,100677.56
424048,PENDENTE_ENRIQUECIMENTO,1T,2025,30862.13
424234,PENDENTE_ENRIQUECIMENTO,1T,2025,15560.46
423645,PENDENTE_ENRIQUECIMENTO,1T,2025,2352.34
423785,PENDENTE_ENRIQUECIMENTO,1T,2025,937470.02
424145,PENDENTE_ENRIQUECIMENTO,1T,2025,25553.93
424285,PENDENTE_ENRIQUECIMENTO,1T,2025,190147.45
424391,PENDENTE_ENRIQUECIMENTO,1T,2025,218090.67
423432,PENDENTE_ENRIQUECIMENTO,1T,2025,1091417.51
423661,PENDENTE_ENRIQUECIMENTO,1T,2025,4686.4
424421,PENDENTE_ENRIQUECIMENTO,1T,2025,302258.64
423475,PENDENTE_ENRIQUECIMENTO,1T,2025,29870616.51
423505,PENDENTE_ENRIQUECIMENTO,1T,2025,97067.57
423831,PENDENTE_ENRIQUECIMENTO,1T,2025,1.0
423513,PENDENTE_ENRIQUECIMENTO,1T,2025,31802.4
423521,PENDENTE_ENRIQUECIMENTO,1T,2025,1.0
423700,PENDENTE_ENRIQUECIMENTO,1T,2025,5484.53
423548,PENDENTE_ENRIQUECIMENTO,1T,2025,178827.8
304123,PENDENTE_ENRIQUECIMENTO,1T,2025,433149.67
300870,PENDENTE_ENRIQUECIMENTO,1T,2025,6878912.76
303623,PENDENTE_ENRIQUECIMENTO,1T,2025,105961.33
310981,PENDENTE_ENRIQUECIMENTO,1T,2025,333763.9
423319,PENDENTE_ENRIQUECIMENTO,1T,2025,1314.8
422053,PENDENTE_ENRIQUECIMENTO,1T,2025,6707395.55
422134,PENDENTE_ENRIQUECIMENTO,1T,2025,19220.99
422355,PENDENTE_ENRIQUECIMENTO,1T,2025,135200.24
422479,PENDENTE_ENRIQUECIMENTO,1T,2025,136869.62
422487,PENDENTE_ENRIQUECIMENTO,1T,2025,466736.77
422681,PENDENTE_ENRIQUECIMENTO,1T,2025,23867702.76
422827,PENDENTE_ENRIQUECIMENTO,1T,2025,86472.45
423262,PENDENTE_ENRIQUECIMENTO,1T,2025,9961.12
421766,PENDENTE_ENRIQUECIMENTO,1T,2025,23233878.43
422151,PENDENTE_ENRIQUECIMENTO,1T,2025,570460.61
422576,PENDENTE_ENRIQUECIMENTO,1T,2025,38462.03
422835,PENDENTE_ENRIQUECIMENTO,1T,2025,154526.04
423041,PENDENTE_ENRIQUECIMENTO,1T,2025,766883.45
423408,PENDENTE_ENRIQUECIMENTO,1T,2025,863916.35
422070,PENDENTE_ENRIQUECIMENTO,1T,2025,197737.47
422371,PENDENTE_ENRIQUECIMENTO,1T,2025,16982.18
422746,PENDENTE_ENRIQUECIMENTO,1T,2025,654.05
423106,PENDENTE_ENRIQUECIMENTO,1T,2025,680.0
423327,PENDENTE_ENRIQUECIMENTO,1T,2025,29027.11
421871,PENDENTE_ENRIQUECIMENTO,1T,2025,111974.68
423173,PENDENTE_ENRIQUECIMENTO,1T,2025,397322.73
423335,PENDENTE_ENRIQUECIMENTO,1T,2025,3081.69
422304,PENDENTE_ENRIQUECIMENTO,1T,2025,807846.53
422754,PENDENTE_ENRIQUECIMENTO,1T,2025,415767.83
422584,PENDENTE_ENRIQUECIMENTO,1T,2025,244900.05
422860,PENDENTE_ENRIQUECIMENTO,1T,2025,13873.78
421928,PENDENTE_ENRIQUECIMENTO,1T,2025,8942320.82
422088,PENDENTE_ENRIQUECIMENTO,1T,2025,1162018.77
422321,PENDENTE_ENRIQUECIMENTO,1T,2025,1658866.81
422401,PENDENTE_ENRIQUECIMENTO,1T,2025,36927.26
422762,PENDENTE_ENRIQUECIMENTO,1T,2025,90629.83
423181,PENDENTE_ENRIQUECIMENTO,1T,2025,35905.71
422398,PENDENTE_ENRIQUECIMENTO,1T,2025,35329.27
421341,PENDENTE_ENRIQUECIMENTO,1T,2025,8144.05
421421,PENDENTE_ENRIQUECIMENTO,1T,2025,697142.15
421707,PENDENTE_ENRIQUECIMENTO,1T,2025,43697.21
421715,PENDENTE_ENRIQUECIMENTO,1T,2025,269660.49
421723,PENDENTE_ENRIQUECIMENTO,1T,2025,881295.09
420000,PENDENTE_ENRIQUECIMENTO,1T,2025,793354.47
420051,PENDENTE_ENRIQUECIMENTO,1T,2025,720786.83
420093,PENDENTE_ENRIQUECIMENTO,1T,2025,817242.7
420166,PENDENTE_ENRIQUECIMENTO,1T,2025,47690319.51
420859,PENDENTE_ENRIQUECIMENTO,1T,2025,101535.0
420981,PENDENTE_ENRIQUECIMENTO,1T,2025,16200.88
421146,PENDENTE_ENRIQUECIMENTO,1T,2025,4710.15
421561,PENDENTE_ENRIQUECIMENTO,1T,2025,5227.61
420107,PENDENTE_ENRIQUECIMENTO,1T,2025,232574.04
420930,PENDENTE_ENRIQUECIMENTO,1T,2025,9872123.96
421154,PENDENTE_ENRIQUECIMENTO,1T,2025,6368907.29
420701,PENDENTE_ENRIQUECIMENTO,1T,2025,320246.79
421359,PENDENTE_ENRIQUECIMENTO,1T,2025,15878.69
421731,PENDENTE_ENRIQUECIMENTO,1T,2025,40186.94
420786,PENDENTE_ENRIQUECIMENTO,1T,2025,7786.4
421189,PENDENTE_ENRIQUECIMENTO,1T,2025,84565.63
421197,PENDENTE_ENRIQUECIMENTO,1T,2025,30863759.14
421618,PENDENTE_ENRIQUECIMENTO,1T,2025,263.28
420123,PENDENTE_ENRIQUECIMENTO,1T,2025,1377.79
421367,PENDENTE_ENRIQUECIMENTO,1T,2025,1409260.77
420841,PENDENTE_ENRIQUECIMENTO,1T,2025,234777.54
421634,PENDENTE_ENRIQUECIMENTO,1T,2025,162774.81
420816,PENDENTE_ENRIQUECIMENTO,1T,2025,10497.48
420999,PENDENTE_ENRIQUECIMENTO,1T,2025,21203.46
420077,PENDENTE_ENRIQUECIMENTO,1T,2025,1547532.77
421642,PENDENTE_ENRIQUECIMENTO,1T,2025,225.39
420140,PENDENTE_ENRIQUECIMENTO,1T,2025,528477.11
421375,PENDENTE_ENRIQUECIMENTO,1T,2025,31843.44
420158,PENDENTE_ENRIQUECIMENTO,1T,2025,2825114.17
421006,PENDENTE_ENRIQUECIMENTO,1T,2025,1579.4
421405,PENDENTE_ENRIQUECIMENTO,1T,2025,621417.31
419974,PENDENTE_ENRIQUECIMENTO,1T,2025,12454.27
420085,PENDENTE_ENRIQUECIMENTO,1T,2025,13249.92
421243,PENDENTE_ENRIQUECIMENTO,1T,2025,507822.54
422941,PENDENTE_ENRIQUECIMENTO,1T,2025,1129172.84
423017,PENDENTE_ENRIQUECIMENTO,1T,2025,105.0
423351,PENDENTE_ENRIQUECIMENTO,1T,2025,618928.22
422959,PENDENTE_ENRIQUECIMENTO,1T,2025,13764.84
423203,PENDENTE_ENRIQUECIMENTO,1T,2025,46809.01
422592,PENDENTE_ENRIQUECIMENTO,1T,2025,24098.47
421944,PENDENTE_ENRIQUECIMENTO,1T,2025,1516666.19
422339,PENDENTE_ENRIQUECIMENTO,1T,2025,44081.4
422631,PENDENTE_ENRIQUECIMENTO,1T,2025,1969323.82
422771,PENDENTE_ENRIQUECIMENTO,1T,2025,479711.11
422029,PENDENTE_ENRIQUECIMENTO,1T,2025,2431757.73
422126,PENDENTE_ENRIQUECIMENTO,1T,2025,6570937.51
421740,PENDENTE_ENRIQUECIMENTO,1T,2025,3102903.58
422657,PENDENTE_ENRIQUECIMENTO,1T,2025,16752.02
421758,PENDENTE_ENRIQUECIMENTO,1T,2025,13461.06
358096,PENDENTE_ENRIQUECIMENTO,1T,2025,9918618.28
358436,PENDENTE_ENRIQUECIMENTO,1T,2025,280730.02
359017,PENDENTE_ENRIQUECIMENTO,1T,2025,94658596.37
359777,PENDENTE_ENRIQUECIMENTO,1T,2025,1448352.48
360414,PENDENTE_ENRIQUECIMENTO,1T,2025,17960351.78
354678,PENDENTE_ENRIQUECIMENTO,1T,2025,1755.82
354783,PENDENTE_ENRIQUECIMENTO,1T,2025,4844078.22
354996,PENDENTE_ENRIQUECIMENTO,1T,2025,84082.22
355577,PENDENTE_ENRIQUECIMENTO,1T,2025,382099.2
355691,PENDENTE_ENRIQUECIMENTO,1T,2025,633101.98
356123,PENDENTE_ENRIQUECIMENTO,1T,2025,89284.04
356476,PENDENTE_ENRIQUECIMENTO,1T,2025,366790.84
356581,PENDENTE_ENRIQUECIMENTO,1T,2025,1407421.45
357022,PENDENTE_ENRIQUECIMENTO,1T,2025,3690.92
357260,PENDENTE_ENRIQUECIMENTO,1T,2025,44468.08
357391,PENDENTE_ENRIQUECIMENTO,1T,2025,18858806.52
357511,PENDENTE_ENRIQUECIMENTO,1T,2025,312916634.76
358053,PENDENTE_ENRIQUECIMENTO,1T,2025,20563084.72
359289,PENDENTE_ENRIQUECIMENTO,1T,2025,65428326.37
355097,PENDENTE_ENRIQUECIMENTO,1T,2025,97102.53
355721,PENDENTE_ENRIQUECIMENTO,1T,2025,2352119.23
356417,PENDENTE_ENRIQUECIMENTO,1T,2025,308926.2
359033,PENDENTE_ENRIQUECIMENTO,1T,2025,108934.16
360244,PENDENTE_ENRIQUECIMENTO,1T,2025,494065.97
355593,PENDENTE_ENRIQUECIMENTO,1T,2025,335753.27
357138,PENDENTE_ENRIQUECIMENTO,1T,2025,477080.48
358088,PENDENTE_ENRIQUECIMENTO,1T,2025,1400947.24
358754,PENDENTE_ENRIQUECIMENTO,1T,2025,399408.16
359661,PENDENTE_ENRIQUECIMENTO,1T,2025,1941525.79
358282,PENDENTE_ENRIQUECIMENTO,1T,2025,141030.53
354627,PENDENTE_ENRIQUECIMENTO,1T,2025,1212214.01
357669,PENDENTE_ENRIQUECIMENTO,1T,2025,135239.52
357715,PENDENTE_ENRIQUECIMENTO,1T,2025,1003566.4
359122,PENDENTE_ENRIQUECIMENTO,1T,2025,505163.94
355151,PENDENTE_ENRIQUECIMENTO,1T,2025,1368476.25
360449,PENDENTE_ENRIQUECIMENTO,1T,2025,32556943.41
358339,PENDENTE_ENRIQUECIMENTO,1T,2025,17160.3
380661,PENDENTE_ENRIQUECIMENTO,1T,2025,466252.71
382639,PENDENTE_ENRIQUECIMENTO,1T,2025,1394121.1
384577,PENDENTE_ENRIQUECIMENTO,1T,2025,377314.27
385255,PENDENTE_ENRIQUECIMENTO,1T,2025,1390055.89
368920,PENDENTE_ENRIQUECIMENTO,1T,2025,163171.8
369659,PENDENTE_ENRIQUECIMENTO,1T,2025,298936.73
370070,PENDENTE_ENRIQUECIMENTO,1T,2025,15932420.45
370088,PENDENTE_ENRIQUECIMENTO,1T,2025,74528.01
370681,PENDENTE_ENRIQUECIMENTO,1T,2025,19882.23
371106,PENDENTE_ENRIQUECIMENTO,1T,2025,985122.65
371629,PENDENTE_ENRIQUECIMENTO,1T,2025,474903.67
372561,PENDENTE_ENRIQUECIMENTO,1T,2025,111223.66
374440,PENDENTE_ENRIQUECIMENTO,1T,2025,24270367.01
378216,PENDENTE_ENRIQUECIMENTO,1T,2025,748673.42
368253,PENDENTE_ENRIQUECIMENTO,1T,2025,29322364.89
369411,PENDENTE_ENRIQUECIMENTO,1T,2025,662.57
370568,PENDENTE_ENRIQUECIMENTO,1T,2025,15800.43
371254,PENDENTE_ENRIQUECIMENTO,1T,2025,223630592.1
379280,PENDENTE_ENRIQUECIMENTO,1T,2025,59344681.73
370711,PENDENTE_ENRIQUECIMENTO,1T,2025,6386.81
381144,PENDENTE_ENRIQUECIMENTO,1T,2025,10450.28
382655,PENDENTE_ENRIQUECIMENTO,1T,2025,790449.23
369292,PENDENTE_ENRIQUECIMENTO,1T,2025,3580853.72
370592,PENDENTE_ENRIQUECIMENTO,1T,2025,864859.24
370975,PENDENTE_ENRIQUECIMENTO,1T,2025,640251.7
382876,PENDENTE_ENRIQUECIMENTO,1T,2025,17742206.07
382281,PENDENTE_ENRIQUECIMENTO,1T,2025,580648.07
371777,PENDENTE_ENRIQUECIMENTO,1T,2025,71358.84
372609,PENDENTE_ENRIQUECIMENTO,1T,2025,2541663.87
365645,PENDENTE_ENRIQUECIMENTO,1T,2025,38268.01
366064,PENDENTE_ENRIQUECIMENTO,1T,2025,2519183.83
366439,PENDENTE_ENRIQUECIMENTO,1T,2025,1214144.17
367087,PENDENTE_ENRIQUECIMENTO,1T,2025,10960.83
367613,PENDENTE_ENRIQUECIMENTO,1T,2025,206886.01
360783,PENDENTE_ENRIQUECIMENTO,1T,2025,803.97
361569,PENDENTE_ENRIQUECIMENTO,1T,2025,6413478.24
361941,PENDENTE_ENRIQUECIMENTO,1T,2025,524191.14
362573,PENDENTE_ENRIQUECIMENTO,1T,2025,40433.42
363286,PENDENTE_ENRIQUECIMENTO,1T,2025,516839.72
364070,PENDENTE_ENRIQUECIMENTO,1T,2025,393.62
364584,PENDENTE_ENRIQUECIMENTO,1T,2025,40410250.6
364860,PENDENTE_ENRIQUECIMENTO,1T,2025,87271.3
362832,PENDENTE_ENRIQUECIMENTO,1T,2025,304928.81
366561,PENDENTE_ENRIQUECIMENTO,1T,2025,4770784.29
368148,PENDENTE_ENRIQUECIMENTO,1T,2025,48749.38
364312,PENDENTE_ENRIQUECIMENTO,1T,2025,4493771.48
361593,PENDENTE_ENRIQUECIMENTO,1T,2025,139399.59
364592,PENDENTE_ENRIQUECIMENTO,1T,2025,25268.16
365238,PENDENTE_ENRIQUECIMENTO,1T,2025,806352.2
365777,PENDENTE_ENRIQUECIMENTO,1T,2025,1841422.48
363391,PENDENTE_ENRIQUECIMENTO,1T,2025,148077.54
361011,PENDENTE_ENRIQUECIMENTO,1T,2025,2278446.58
366340,PENDENTE_ENRIQUECIMENTO,1T,2025,72277.7
367095,PENDENTE_ENRIQUECIMENTO,1T,2025,6032320.01
361615,PENDENTE_ENRIQUECIMENTO,1T,2025,1506055.94
362140,PENDENTE_ENRIQUECIMENTO,1T,2025,6414.4
365530,PENDENTE_ENRIQUECIMENTO,1T,2025,49068.66
367397,PENDENTE_ENRIQUECIMENTO,1T,2025,1391125.51
363855,PENDENTE_ENRIQUECIMENTO,1T,2025,924758.48
361461,PENDENTE_ENRIQUECIMENTO,1T,2025,641353.48
363189,PENDENTE_ENRIQUECIMENTO,1T,2025,7162.64
365785,PENDENTE_ENRIQUECIMENTO,1T,2025,233.97
371564,PENDENTE_ENRIQUECIMENTO,1T,2025,630842.98
379956,PENDENTE_ENRIQUECIMENTO,1T,2025,15356485.77
382540,PENDENTE_ENRIQUECIMENTO,1T,2025,7645.06
384704,PENDENTE_ENRIQUECIMENTO,1T,2025,11234.95
368555,PENDENTE_ENRIQUECIMENTO,1T,2025,150191.1
421723,PENDENTE_ENRIQUECIMENTO,2T,2025,828741.12
421871,PENDENTE_ENRIQUECIMENTO,2T,2025,8936.53
421928,PENDENTE_ENRIQUECIMENTO,2T,2025,1267236.81
422070,PENDENTE_ENRIQUECIMENTO,2T,2025,6515492.48
422223,PENDENTE_ENRIQUECIMENTO,2T,2025,1462387.39
422371,PENDENTE_ENRIQUECIMENTO,2T,2025,1416837.43
422479,PENDENTE_ENRIQUECIMENTO,2T,2025,268313.58
422487,PENDENTE_ENRIQUECIMENTO,2T,2025,720911.22
422681,PENDENTE_ENRIQUECIMENTO,2T,2025,399938.86
422771,PENDENTE_ENRIQUECIMENTO,2T,2025,522028.14
422959,PENDENTE_ENRIQUECIMENTO,2T,2025,2883486.84
423041,PENDENTE_ENRIQUECIMENTO,2T,2025,41612.0
424048,PENDENTE_ENRIQUECIMENTO,2T,2025,331485.4
419028,PENDENTE_ENRIQUECIMENTO,2T,2025,29468.7
419249,PENDENTE_ENRIQUECIMENTO,2T,2025,902903.45
419354,PENDENTE_ENRIQUECIMENTO,2T,2025,267253.68
419486,PENDENTE_ENRIQUECIMENTO,2T,2025,1031368.1
419699,PENDENTE_ENRIQUECIMENTO,2T,2025,28240541.98
419958,PENDENTE_ENRIQUECIMENTO,2T,2025,621261.54
420077,PENDENTE_ENRIQUECIMENTO,2T,2025,359343055.03
420140,PENDENTE_ENRIQUECIMENTO,2T,2025,644.46
420158,PENDENTE_ENRIQUECIMENTO,2T,2025,2811674.83
420786,PENDENTE_ENRIQUECIMENTO,2T,2025,38705.23
420816,PENDENTE_ENRIQUECIMENTO,2T,2025,15334.82
420981,PENDENTE_ENRIQUECIMENTO,2T,2025,5197.0
421146,PENDENTE_ENRIQUECIMENTO,2T,2025,346443.17
421197,PENDENTE_ENRIQUECIMENTO,2T,2025,400.0
421367,PENDENTE_ENRIQUECIMENTO,2T,2025,0.95
421634,PENDENTE_ENRIQUECIMENTO,2T,2025,3165658.03
421707,PENDENTE_ENRIQUECIMENTO,2T,2025,9427001.14
422304,PENDENTE_ENRIQUECIMENTO,2T,2025,849439.73
