CNPJ,RazaoSocial,UF,Total_Despesas,Media_Trimestral,Desvio_Padrao
01569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,SC,37775149.72,9443787.43,10592762.130769724
19878404000100,FUNDAÇÃO SÃO FRANCISCO XAVIER,MG,37680558.47,9420139.6175,4899577.528299273
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,RJ,36649359.67,9162339.9175,10161749.004190408
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,MG,35927154.91,8981788.7275,17935782.463085532
15131148000132,AMHA SAUDE S/A,SP,35263888.330000006,8815972.082500001,17321206.75654278
13086566000120,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,SE,34874934.05,8718733.5125,7104692.659619446
12838821000180,FUNDAÇÃO FIAT SAÚDE E BEM ESTAR,MG,34490329.7,8622582.425,12659525.674804436
66343534000129,UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO,MG,33729856.39,8432464.0975,14653361.776123656
19962272000109,BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.,SP,33296751.74,8324187.935,9265734.23493769
34811615000110,UP HEALTH ADMINISTRADORA DE BENEFÍCIOS S/A,ES,33192349.08,8298087.27,7625108.296071395
57746455000178,MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.,SP,33125481.81,8281370.4525,15309785.340852894
25063964000100,FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,RS,32859884.38,8214971.095,14009365.797798706
00034259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,SP,32836652.540000003,8209163.135000001,15061910.730140276
22666341000133,PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A,MG,32742970.799999997,8185742.699999999,13650232.862744525
11165556000154,ALLCARE ADMINISTRADORA DE BENEFÍCIOS EM SAÚDE LTDA.,DF,32579958.589999996,8144989.647499999,5006571.307631937
00668790000188,CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE,RS,32211773.14,8052943.285,12002836.296472494
15156097000101,UNIBEN ADMINISTRADORA DE BENEFÍCIOS LTDA,MG,31862400.85,7965600.2125,6525075.077620942
15594468000129,PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,SE,31834667.48,7958666.87,11335342.871011226
27067508000163,ASSOCIAÇÃO SÃO LUIZ SAÚDE,SP,31388502.23,7847125.5575,15691730.428153845
29290152000158,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,RJ,30674871.68,7668717.92,10727512.515695486
01867792000169,NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,PE,30647376.43,7661844.1075,10964931.264322972
85377174000120,UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA,SC,30600221.39,7650055.3475,8741051.198899258
25250820000162,UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA,MG,30496800.900000002,7624200.225000001,15039708.026044013
03773153000160,TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA,BA,30287751.369999997,7571937.842499999,8299583.355833082
00840048000108,UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO,SP,30066553.2,7516638.3,14237198.01801286
59901454000186,SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,SP,29891613.849999998,7472903.462499999,14932846.430275701
17689407000170,UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,29729431.98,7432357.995,9953200.25920014
33922160000147,ASSOCIAÇÃO FCA SAÚDE,MG,29707358.389999997,7426839.597499999,6703090.527511641
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,MG,29685709.240000002,7421427.3100000005,14763143.762628032
04222235000189,SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA,RJ,29250638.07,7312659.5175,14553798.018269295
85246916000189,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,SC,29052394.31,7263098.5775,8316904.633466066
02403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,ES,29014209.770000003,7253552.442500001,4234552.400927138
00580481000151,FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV,ES,28929311.93,9643103.976666667,16680989.168299012
64327059000171,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,28924370.71,7231092.6775,8163918.932609186
00395266000180,MAIS SAÚDE PLANO DE SAÚDE LTDA,GO,28483199.25,7120799.8125,14160151.561969258
04002216000147,SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA,RJ,28159438.82,7039859.705,13900419.07040108
69289171000189,ATÍVIA SERVIÇOS DE SAÚDE S/A,SP,28072903.63,9357634.543333333,16175282.305560134
01012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,MG,27997980.23,6999495.0575,8398742.271303672
00730439000170,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,MG,27882491.1,6970622.775,7653165.593994346
49792664000120,SUL DO PARÁ LTDA,PA,27546392.72,6886598.18,6158241.2163231755
09298037000112,IBBCA 2008 GESTÃO EM SAÚDE LTDA,RJ,27538228.3,6884557.075,7353386.274088878
03533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,MT,27363622.21,6840905.5525,12804746.088777145
03637776000105,FILOSANITAS SAUDE LTDA,SP,27179276.41,6794819.1025,13253925.571576253
24243925000121,UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA,AL,26887671.450000003,6721917.862500001,11445634.569194647
12049486000131,ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ,PR,26817758.790000003,6704439.697500001,10729483.193085684
41077489000187,AMPLA PLANOS DE SAUDE LTDA,RJ,26415286.43,8805095.476666667,1811673.2293808395
92240605000178,ON MED ASSISTÊNCIA MÉDICA LTDA,RS,26322750.009999998,6580687.5024999995,13072373.569749897
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA,BA,26276625.27,6569156.3175,13122366.341536498
45467404000128,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,SP,26118264.369999997,6529566.092499999,7483640.846942523
62476676000103,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,SP,26052116.84,6513029.21,11669384.423752911
60214517000105,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO,SP,25108800.020000003,6277200.005000001,4006463.0909774876
76882612000117,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,CE,25100616.6,6275154.15,4023867.8324259473
74466137000172,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO,SP,24794299.85,6198574.9625,3986403.120254976
85283299000191,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,SC,24662533.39,6165633.3475,8124296.9472385
04201372000137,UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO,PA,24532252.22,6133063.055,2833686.454755743
46614535000153,AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.,RO,24506445.77,6126611.4425,11230844.327116532
30951661000163,TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.,SP,24413781.92,6103445.48,3906913.160082554
72127210000156,IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI,SP,24164349.45,6041087.3625,11888696.911070509
21490586000190,COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE,MG,23773223.58,5943305.895,3004587.993945795
49320799000192,ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL,SP,23485257.0,5871314.25,3912410.3742201324
77893469000121,HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO,PR,22977919.25,5744479.8125,4848407.809262692
17505793000101,ABERTTA SAÚDE - ASSOCIAÇÃO BENEFICENTE DOS EMPREGADOS DA ARCELORMITTAL NO BRASIL,MG,22619516.990000002,5654879.2475000005,5808188.507165955
20946877000187,AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,MG,22539804.7,5634951.175,6471280.558118707
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,PR,22263832.349999998,5565958.087499999,5086557.201382082
00262338000111,UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO,SP,21839285.22,5459821.305,5490440.181403127
15215452000168,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB,BA,21292764.48,5323191.12,5910517.116158408
37275625000176,UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO,GO,21191306.240000002,5297826.5600000005,2492230.6953381817
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,SP,20991984.39,5247996.0975,551111.8502822417
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,PR,20965885.24,5241471.31,4120147.575792597
02896924000143,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,PR,20836485.49,5209121.3725,10346674.780051738
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,RJ,20774761.84,5193690.46,3497829.4502129382
68682715000105,PLAMER PLANO MEDICO RESENDE LTDA,RJ,20696278.94,5174069.735,9889900.502586553
14891935000110,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,SP,20619429.979999997,5154857.494999999,4165083.1702502584
82996703000186,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,SC,20509482.6,5127370.65,5204254.265968938
08202035000115,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA,MG,20386878.549999997,5096719.637499999,4489098.5059740245
25205234000104,R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA,SP,19680950.04,6560316.68,10988155.282069094
21575709000195,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,MG,19492441.08,4873110.27,345087.0252662084
84537141000138,SAMEL PLANO DE SAÚDE LTDA,AM,19266944.77,4816736.1925,2587042.0835822737
34011288000111,ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,RJ,19227214.27,4806803.5675,8873146.124519221
72918287000144,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),SP,18976930.49,4744232.6225,4763075.043550285
23031479000129,UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.,AM,18898488.580000002,4724622.1450000005,3847287.8996672845
26114773000192,MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A,ES,18890092.63,4722523.1575,9206641.936262744
59527440000144,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,SP,18689555.07,4672388.7675,4203472.497954522
12055813000168,CEMIG SAÚDE,MG,18685095.2,4671273.8,3912955.5405780994
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,SP,18189225.24,4547306.31,4846512.24603303
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,SP,17993537.93,4498384.4825,1846691.3935863907
02220135000198,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,GO,17428508.72,4357127.18,6668206.617895514
05868278000107,UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.,CE,16580509.59,4145127.3975,4164664.072548353
78044815000160,UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO,PR,16564151.09,4141037.7725,1612761.5771482266
21205801000163,"CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE",SC,16531701.700000001,4132925.4250000003,4884743.269402346
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,PR,16235700.64,4058925.16,6131156.307016655
78613841000161,ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA,PR,16234542.18,4058635.545,3502933.938236165
01747987000175,EXTRAMED ADMINISTRAÇÃO E SERVIÇOS MÉDICOS LTDA,PR,16183226.73,4045806.6825,2795837.7927412977
09164784000168,VIDAMAX ADMINISTRADORA DE BENEFÍCIOS LTDA,SP,16074771.01,4018692.7525,4836727.451962893
37313475000148,UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO,TO,15987902.049999999,3996975.5124999997,3669855.379842114
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO,RJ,15863430.44,3965857.61,6503855.210676863
72234164000194,UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,RS,15826358.38,3956589.595,7217789.851512961
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,DF,15183879.83,3795969.9575,2379621.6797077265
01647867000104,UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS,MG,15131317.11,3782829.2775,7499800.6095722
65732836000126,UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO,SP,15030695.620000001,3757673.9050000003,7063629.075143291
59762062000183,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),SP,14785275.139999999,3696318.7849999997,6530223.264838954
27626696000112,UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.,RJ,14311347.12,3577836.78,6827719.213947897
12317012000123,ASSOCIAÇÃO DO FISCO DE ALAGOAS,AL,14273650.8,3568412.7,1971059.4493990992
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,SP,14264645.47,3566161.3675,6552732.83316047
00307714000147,ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,SP,14260814.47,3565203.6175,6907568.044956962
42892281000184,UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.,MG,14133484.71,3533371.1775,3295124.4432962583
66343559000122,UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO,MG,14089393.32,3522348.33,1885757.7783295366
65442162000125,UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA,SP,13967098.99,3491774.7475,4172273.9363987967
02752923000125,PROASA SAÚDE,DF,13943806.72,3485951.68,6953259.6791545255
62550256000120,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,CE,13815309.690000001,3453827.4225000003,4487179.915181008
04503249000170,ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,AM,13711645.16,3427911.29,6117387.75220554
53454617000143,SISTEMA TOTAL DE SAÚDE LTDA.,SP,13199516.06,3299879.015,6373148.255707411
96182068000108,UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,SP,13172613.9,3293153.475,6506379.917451304
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,PB,13071093.760000002,3267773.4400000004,3633529.6319465595
36186642000174,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,MG,12769132.62,3192283.155,3764589.01229451
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,PR,12765648.709999999,3191412.1774999998,6194228.93547565
02315431000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL,RS,12710819.95,3177704.9875,2888779.0881773788
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,MG,12702374.6,3175593.65,5937415.28
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,SP,12642997.84,3160749.46,6045351.464056666
77781706000162,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,PR,12613373.92,3153343.48,5443175.2762221545
02687852000124,UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO,SP,12475630.77,3118907.6925,5580054.584490932
37319040000100,VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA,SP,12292068.25,3073017.0625,5044534.137057521
34732056000152,ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,BA,12252338.15,3063084.5375,5123625.560633706
92128610000193,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.",RS,12074103.73,3018525.9325,2737351.7736148764
18321477000134,ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS,SP,12029893.85,3007473.4625,2340136.7543261563
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,SP,11978251.780000001,2994562.9450000003,5987644.917339742
14576780000127,MEDGOLD ASSISTENCIA MEDICA LTDA - ME,MG,11848634.540000001,2962158.6350000002,3325100.522328011
29780384000194,HSMED SAUDE LTDA,RJ,11812693.17,2953173.2925,3439329.7392573366
39427632000171,ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS,RJ,11716515.01,2929128.7525,2628976.422524757
23869306000184,ASSOCIAÇÃO PADRE ALBINO SAÚDE,SP,11686556.6,2921639.15,202108.83956009257
45118429000116,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,SP,11377943.549999999,2844485.8874999997,156223.95395485332
17827384000113,LANCERS ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.,SP,11352380.18,2838095.045,5665255.159029519
00531736000196,UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA,SP,11314114.36,2828528.59,3331115.952993445
01402285000150,DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.,PB,11161879.05,2790469.7625,3343538.3821486817
05657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,RO,11142445.36,2785611.34,562443.383494117
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,PR,11131941.600000001,2782985.4000000004,1730757.6766405867
68709211000131,UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO,RJ,11112943.61,2778235.9025,3016238.1450214745
03013779000178,ANGELI SISTEMAS DE SAUDE S.A.,PR,11080127.3,2770031.825,5385025.455843829
60633369000163,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,SP,10921581.14,2730395.285,3053620.235063319
71695746000105,UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS,SP,10865240.4,2716310.1,4313652.7088942835
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,MT,10790103.68,2697525.92,3363481.7207182446
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,ES,10559194.66,2639798.665,4266121.7281658305
69259356000140,S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL,SP,10520671.28,2630167.82,4021963.8110179044
03638220000133,PLANO DE SAUDE ASES LTDA.,RJ,10418344.889999999,2604586.2224999997,5033377.882758161
35908607000159,CAMIM OPERADORA DE PLANO DE SAÚDE LTDA,RJ,10154532.66,2538633.165,2116722.3590604505
11076382000153,UNIX SAÚDE S.A,BA,10152659.71,2538164.9275,488101.8359348997
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,SP,10147176.02,2536794.005,82034.03523661806
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,PE,9962630.29,2490657.5725,1041569.6300104732
45399961000159,UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO,SP,9958245.629999999,2489561.4074999997,2027752.5013884595
03548273000163,MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,MG,9924360.14,2481090.035,4934163.272360067
01554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,SC,9745709.21,2436427.3025,1630928.0416980458
71753297000104,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,SP,9564353.81,2391088.4525,4157865.13858979
31097886000167,PERSONAL CARE OPERADORA DE SAÚDE SA,SP,9514395.560000002,3171465.1866666675,5417453.049873574
04911101000175,VIVENTERIS LTDA,PR,9500450.33,2375112.5825,4525813.981344016
73162760000179,UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO,SP,9420103.89,2355025.9725,711655.1454258311
03694367000140,AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP,SP,9334801.64,2333700.41,2631387.6943368795
65422339000121,UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO,SP,9296715.13,2324178.7825,1522332.3138121653
29910807000143,RIO DOCE SAÚDE,ES,9236701.5,2309175.375,4596289.164562237
44863959000126,UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO,SP,9172300.75,2293075.1875,2007576.8090306467
12380335000161,BENEFIT ADMINISTRADORA DE BENEFÍCIOS LTDA.,SP,9161712.87,2290428.2175,1295054.275174877
53678264000165,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,SP,9051192.98,2262798.245,1680363.5273204383
66191263000133,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,9021982.5,2255495.625,2062822.178506378
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,SP,8978172.09,2244543.0225,1529391.0865303804
05011316000100,HBC SAÚDE LTDA.,SP,8834168.51,2208542.1275,3532475.6362358257
11792899000149,PLATINUM ADMINISTRADORA DE BENEFICIOS,DF,8826454.42,2206613.605,4252971.708587693
02314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,PB,8769990.68,2192497.67,1847755.0653632744
69015113000167,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,SP,8767245.25,2191811.3125,1664915.1498799084
07983974000181,"VOCÊ CLUBE DE BENEFÍCIOS SOCIAIS, SAÚDE E ODONTOLÓGICO LTDA",SP,8727224.7,2181806.175,1300754.2008419228
14408631000159,FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA,MG,8692683.0,2173170.75,4256483.497943319
49210966000142,UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO,SP,8664037.65,2166009.4125,2196836.386721747
02866602000151,SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.,SP,8508741.13,2127185.2825,3135250.8067606706
00841848000143,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,SP,8462821.34,2115705.335,2487182.7948196563
81715716000177,UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO,PR,8443187.43,2110796.8575,3590957.5946353856
28630531000187,UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA,RJ,8442128.0,2110532.0,2380726.0529934024
13816250000146,OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA,RJ,8379906.5,2094976.625,4164796.608339958
03219363000100,SEPACO SAÚDE LTDA,SP,8248880.11,2062220.0275,338236.14831948926
11867361000156,ASSOCIAÇÃO SAÚDE SÃO JOSÉ,SC,8203755.97,2050938.9925,154437.45520128275
03627391000167,SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA,RS,8152517.2,2038129.3,2764529.30070162
97388490000187,UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO,BA,7904161.779999999,1976040.4449999998,2392852.6058195364
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.,MG,7780068.01,1945017.0025,2202680.4560579965
04299138000194,BIOVIDA SAÚDE LTDA.,SP,7727187.970000001,1931796.9925000002,1774569.818375615
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,ES,7720507.45,1930126.8625,3749316.5673913597
49955478000164,AURORA SAÚDE LTDA,MG,7538825.61,1884706.4025,2847529.8231219198
00453863000114,MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.,SP,7525547.640000001,1881386.9100000001,1915062.1113680648
03033006000153,CAIXA DE ASSISTÊNCIA OSWALDO CRUZ,RJ,7438443.3,1859610.825,129702.45196512553
48982275000102,INNOVA PLANO DE SAUDE LTDA,RO,7392107.789999999,1848026.9474999998,2455840.8641405916
13001218000102,ASSOCIAÇÃO SANTA SAÚDE,SP,7293896.0,1823474.0,2075026.0188302638
85177194000158,COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA,SC,7227505.17,1806876.2925,837897.7483434991
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,RJ,7105415.289999999,1776353.8224999998,3544390.49614991
87607149000111,UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,RS,7100596.43,1775149.1075,30970.899910338758
66872888000160,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO,SP,7088622.8100000005,1772155.7025000001,1248425.0026996785
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,MG,6993900.83,1748475.2075,2970768.0774496654
17845504000105,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,MG,6964357.8100000005,1741089.4525000001,1595597.5984549574
34063123000193,UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO,BA,6879792.45,1719948.1125,3347267.9367827866
20160828000114,ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ,PA,6867122.43,1716780.6075,3137528.2098183967
33601568000117,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME,GO,6857176.92,1714294.23,1855129.3496076586
39210844000100,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO,RJ,6726605.38,1681651.345,2353483.3255764507
00642842000147,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,SP,6683057.94,1670764.485,1555343.8494976824
28806545000109,UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO,RJ,6675058.11,1668764.5275,2056927.2941996364
11939445000158,ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA,SP,6664991.7,1666247.925,3110347.0332326833
51107481000170,EVOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA,MG,6648800.8100000005,1662200.2025000001,839610.044656783
35436658000125,DENTAL CENTER LTDA,PB,6571209.659999999,1642802.4149999998,2794617.830580383
42182170000184,CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ,RJ,6569561.42,1642390.355,140314.17260967605
