CNPJ,RazaoSocial,UF,Total_Despesas,Media_Trimestral,Desvio_Padrao
00461479000163,PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA,SP,7245751040.5199995,1811437760.1299999,1474298969.562107
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,DF,6818661188.360001,1704665297.0900002,3335108917.8744884
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,SP,3591463786.88,897865946.72,1068870049.4742179
31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,RJ,3298328075.33,824582018.8325,1005176646.210084
73809352000166,FUNDAÇÃO SAÚDE ITAÚ,MG,1819785051.14,454946262.785,909851076.7395539
27578434000120,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,ES,1803641834.88,450910458.72,856189487.3492594
04311093000126,CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL,MS,1114079346.24,278519836.56,552128808.785376
07658098000118,QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.,SP,1071496033.7299999,267874008.43249997,317280420.49363583
31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,ES,1038372952.48,259593238.12,292968730.9686731
87300448000109,UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.,RS,968403915.8199999,242100978.95499998,289078115.69458926
60961422000155,"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO",SP,916345841.68,229086460.42,274483490.1093681
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,PR,905468725.88,226367181.47,186838626.67604172
43643139000166,UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS,SP,863145701.48,215786425.37,242960466.51359174
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,SP,841875916.93,210468979.2325,416224204.18605554
03315918000118,UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO,MS,827290800.59,206822700.1475,386678883.4950243
45232246000127,UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO,SP,808068613.41,202017153.3525,401018337.45003176
50565317000143,SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS,GO,744296445.5600001,248098815.1866667,182165079.99720034
08680639000177,UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO,PB,661088243.21,165272060.8025,183878643.46155
00361325000108,HUMANA SAÚDE NORDESTE LTDA.,PI,638454213.16,159613553.29,177077620.33816195
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,RJ,622663844.99,155665961.2475,258067992.19621447
28714533000154,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,RJ,598393422.8299999,149598355.70749998,94768944.22670463
44803922000102,UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS,SP,596419584.9499999,149104896.23749998,293908765.640572
35830868000101,UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE,RJ,553898296.41,138474574.1025,115737887.2091689
34266553000102,ALICE OPERADORA LTDA.,SP,528259488.27,132064872.0675,251387862.82836667
62511019000150,ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS,SP,506478690.70000005,126619672.67500001,120279538.27348834
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,PR,500338940.13,125084735.0325,227753433.65259004
62638374000194,CENTRO TRASMONTANO DE SAO PAULO,SP,498125424.27,124531356.0675,248666752.44549847
73967085000155,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,MT,477684952.67999995,119421238.16999999,92690762.58132206
95642179000197,HUMANA SAÚDE LTDA.,PR,469294861.40000004,117323715.35000001,214678343.2895665
92030543000170,HOSPITAL DE CLÍNICAS DE PASSO FUNDO,RS,446865673.75,111716418.4375,135191851.57513285
31240963000196,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,RJ,387147201.76,96786800.44,163772593.29985216
83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,PA,386489762.94000006,96622440.73500001,174653438.84567547
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,SP,380392033.97,95098008.4925,182634557.24122855
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,SP,370991105.78,92747776.445,177733283.70707273
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,SP,359193630.28000003,89798407.57000001,172248204.30223754
82602327000106,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO,SC,355953030.20000005,88988257.55000001,91898535.77840026
09433795000104,QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.,DF,347418844.19,86854711.0475,172152284.01431656
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,SE,344674418.18,86168604.545,165759998.8869754
88645403000139,CIRCULO OPERARIO CAXIENSE,RS,342650966.61,85662741.6525,169335726.37370926
83506030000100,BENEFICENCIA CAMILIANA DO SUL,SP,328300995.38,109433665.12666667,189516633.86291662
02597394000132,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,MT,319341398.75,79835349.6875,82233385.5591941
56727134000163,UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO,SP,316836381.78,79209095.445,136395097.9801771
79115762000193,IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ,PR,315559295.86,78889823.965,111765972.58995916
02476067000122,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,GO,312895909.21999997,78223977.30499999,132714865.60783596
03284505000113,HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO,CE,312785607.13,78196401.7825,45052808.99123491
58837188000107,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,SP,311896637.29,77974159.3225,136003661.6750305
51473692000126,IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA,SP,289831369.12,72457842.28,139077183.1924644
87497368000195,UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,RS,288643122.24,72160780.56,143042082.8936652
02322043000119,UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO,SP,288564722.67,72141180.6675,86792935.88679993
32440968000125,UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO,ES,274672977.18,68668244.295,76877954.86148737
16991945000152,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,MG,264761424.74,88253808.24666667,39534894.31762927
29135795000127,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,RJ,256950157.82999998,64237539.457499996,127039072.42621203
17774738000109,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,MG,255942374.08,63985593.52,66196272.87575552
26629238000174,UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.,GO,245130907.09,61282726.7725,71200143.74170673
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,PB,239624655.4,59906163.85,117911419.09530763
56384183000140,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO,SP,237935826.79,59483956.6975,69039953.78775145
45425899000122,UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO,SP,233595354.23,58398838.5575,114382247.24705568
00697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,RO,232761870.04,58190467.51,104545409.61293565
73936395000102,UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,RS,230230298.56,57557574.64,60338444.15780874
44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,SP,229904372.47,57476093.1175,44764001.89425637
15214919000155,PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.,BA,226963344.45,56740836.1125,112399463.71788916
01445199000124,UNIHOSP SAÚDE LTDA,SP,220144565.95,55036141.4875,62189457.907777764
03518900000113,INSTITUTO CURITIBA DE SAÚDE,PR,214809070.95,53702267.7375,61958456.32285098
42163881000101,UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO,RJ,209575185.82,104787592.91,0.0
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,SC,204870191.48000002,51217547.870000005,97933366.59770982
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,MS,193356137.85000002,48339034.462500006,88274049.3607053
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,PA,191561869.62,47890467.405,95770545.11219636
02009924000184,GAMA SAUDE LTDA.,SP,191425440.87,47856360.2175,95712036.58176638
16513178000176,UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO,MG,191206397.17,47801599.2925,58568849.39560774
54370630000187,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,SP,189008580.24,47252145.06,53928553.9939066
34539000000186,KLINI PLANOS DE SAÚDE LTDA,RJ,188834096.97,47208524.2425,88825915.70101798
04745753000187,UNIÃO MÉDICA PLANOS DE SAÚDE S/A,BA,187414429.35999998,46853607.339999996,88798308.08080065
30489359000135,SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.,RJ,183431924.85,45857981.2125,89006005.19231002
36567721000125,SAMI ASSISTÊNCIA MÉDICA LTDA,SP,181166398.06,45291599.515,54477638.3849781
29309127000179,AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.,SP,167905671.82999998,41976417.957499996,35045686.31034651
48090146000100,UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MÉDICAS,SP,165932382.62999997,41483095.65749999,73188154.93248652
72957814000120,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,SP,162282208.18,40570552.045,81102798.18081756
75055772000120,UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS,PR,159441290.82,39860322.705,53219218.78333911
07844436000106,CABERJ INTEGRAL SAÚDE S.A,RJ,156681290.15000004,39170322.53750001,77067260.79351692
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,RS,154241790.79000002,38560447.697500005,75966513.4714813
25910449000118,UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,153457596.12,38364399.03,39258465.42289463
03273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,SP,147886488.14,36971622.035,30868486.56924971
23278898000160,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,MG,145270147.32999998,36317536.832499996,72615076.17335112
27452545000195,2CARE OPERADORA DE SAÚDE LTDA.,SP,143915511.04,35978877.76,71001358.40210293
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,SP,142354357.93,35588589.4825,70183015.47459391
07674593000110,ALL CARE ADMINISTRADORA DE BENEFÍCIOS SÃO PAULO LTDA,SP,141327582.72000003,35331895.68000001,67293483.18850589
35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO,AL,140695113.43,35173778.3575,69484405.16900846
07057185000110,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,MA,137446677.2,34361669.3,22927662.624920204
10935483000170,ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO,SP,136246261.0,34061565.25,55982552.41655052
00366982000130,CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO,GO,132606454.70000002,33151613.675000004,60592029.6399615
18275071000162,POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS,DF,131853835.77,32963458.9425,2534880.594158914
29174910000172,AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,SP,131848763.91,32962190.9775,39391557.790329374
50480953000172,UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO,SP,131044105.77000001,32761026.442500003,37582337.87488294
87096616000196,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,RS,130616628.33,32654157.0825,22509350.03344605
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,SP,124902333.70000002,31225583.425000004,29634731.951362483
66854779000110,ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA,SP,123991960.0,30997990.0,25205942.423139807
31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,ES,122184910.14,30546227.535,36568074.20861126
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,SP,119723919.21,29930979.8025,33964031.10253455
28502128000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES,ES,115666213.88,28916553.47,33774088.104564585
01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,SP,113477075.25,28369268.8125,54841361.70578233
36540979000138,UNIMED COSTA VERDE RJ,RJ,113463329.99999999,28365832.499999996,33970030.33681279
82956996000178,FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS,SC,112082265.82,28020566.455,50769959.96465787
07583396000196,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,CE,110934489.53,27733622.3825,55313500.216111146
80653975000158,UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,SC,110190405.18,27547601.295,27940274.02240891
51427540000197,UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO,SP,109830233.82,27457558.455,54336249.08087168
87701249000102,UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,RS,108980899.07,27245224.7675,52398852.33501322
07649106000160,UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA,CE,108427391.24999999,27106847.812499996,45613009.494461015
77375897000162,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,PR,103958405.94999999,25989601.487499997,51966908.912948504
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,PR,101788261.77,25447065.4425,47711956.563393846
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,SC,101311368.5,25327842.125,16436331.646316776
00660903000107,FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG,MG,101034113.31,25258528.3275,50206232.3882059
03658432000182,GEAP AUTOGESTÃO EM SAÚDE,DF,98291335.31,24572833.8275,15446300.047661288
24645912000189,PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA,SP,97785578.17999999,24446394.544999998,26849938.18056227
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,SP,96193766.50999999,24048441.627499998,47877573.498161726
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,CE,95535114.2,23883778.55,16259544.883330913
00628107000189,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,DF,93506430.28,23376607.57,25482390.56639641
01608379000180,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,SP,93178020.56,23294505.14,45569182.82722241
87306361000149,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,RS,90823416.08,22705854.02,25831260.06919782
26189530000113,UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,90514385.69,22628596.4225,35896496.606745906
60975174000100,ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO,SP,89891345.71000001,22472836.427500002,44921083.12171337
78738101000151,DENTAL UNI - COOPERATIVA ODONTOLÓGICA,PR,89718127.4,22429531.85,25748970.439009227
16921561000163,UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.,MG,88461579.45,22115394.8625,42106132.96199827
11593821000103,ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,SC,88046284.96,22011571.24,42983352.287565224
37436920000167,UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO,MT,85200536.58999999,21300134.147499997,38110476.71798891
02774736000142,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,RJ,84698190.42,21174547.605,23489345.452416427
10414182000109,UNIMED SAÚDE E ODONTO S.A,SP,83823694.34,20955923.585,40334299.043302536
28633372000174,SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.,SP,83534219.2,20883554.8,28123213.15204006
68668045000172,AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ,RJ,83156650.74,20789162.685,39478827.838289715
45100138000109,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,SP,83101799.87,20775449.9675,13832949.10700593
76590884000143,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,SC,82222438.66000001,20555609.665000003,37157107.2003318
21839519000138,UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,81944012.9,20486003.225,22662523.640517827
25335803000128,ASSOCIAÇÃO BENEFICENTE CATÓLICA,MG,81297469.03999999,20324367.259999998,40392481.38413259
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,SP,80552217.95,20138054.4875,40081520.61853929
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,SP,77247421.62,19311855.405,37751533.00647233
00950062000164,CENTRO HOSPITALAR ATIBAIA LTDA.,SP,76902225.06,19225556.265,35366608.17353242
00111826000128,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA,RJ,76756047.67999999,19189011.919999998,22001010.962455887
01659087000176,UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,RO,76206329.12,19051582.28,37605980.68838565
11177786000133,ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO,MG,75839898.97,18959974.7425,15572050.45645901
82624776000147,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,SC,75635326.99,18908831.7475,1332206.9048191318
55990451000105,SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA,SP,75559403.41,18889850.8525,37509436.334598295
45572583000163,GARANTIA DE SAÚDE LTDA,SP,75526468.52,18881617.13,36654314.73188828
02812468000106,UNIMED NACIONAL - COOPERATIVA CENTRAL,SP,74784874.13999999,18696218.534999996,21511212.581070222
37880952000157,VIVACOM PLANOS DE SAÚDE,GO,73625070.85,18406267.7125,35521567.905305244
42043067000153,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,BA,72532117.4,18133029.35,34355018.34600205
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,PR,72289489.10000001,18072372.275000002,32711841.69514263
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,PR,72196630.13,18049157.5325,31601353.560346194
20918393000124,OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA,MS,71784247.46000001,17946061.865000002,20814464.621328905
22720791000167,UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,70194340.02000001,17548585.005000003,19554860.95634735
46124624000111,UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO,SP,67539908.99000001,16884977.247500002,19440543.96981861
00338763000147,PLENA SAÚDE S.A.,SP,67502510.57000001,16875627.642500002,33411854.4608106
01648339000161,VITA ASSISTÊNCIA A SAÚDE LTDA.,MG,66799802.269999996,16699950.567499999,28889068.503959216
29167970000168,"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO",RJ,65070050.07,16267512.5175,32334019.52991015
34844263000107,ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,RJ,64453413.690000005,16113353.422500001,27779502.822124615
07945024000162,ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ,PR,63102782.76,15775695.69,31540353.680858456
08225953000160,SANTA CASA DE MAUÁ SAÚDE,SP,63012045.85,15753011.4625,17456257.32824074
16692996000183,G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME,RJ,62581489.68,15645372.42,9237609.895217927
02030246000131,ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15),SP,62263166.66,15565791.665,17637253.328114882
17670901000193,CORPORE ADMINISTRADORA DE BENEFICIOS DA SAUDE LTDA,SP,61634205.38,15408551.345,15377728.420429483
35617257000171,CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO,PE,61613443.43000001,15403360.857500002,18297064.661448985
48717516000188,UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,SP,61209717.06999999,15302429.267499998,30294068.96890951
04574626000162,CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL,MS,59100095.91,14775023.9775,29240106.832511403
47565155000139,UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO,SP,58404540.669999994,14601135.167499999,28923155.207749553
11340037000185,VALEM ADMINISTRADORA DE BENEFÍCIOS LTDA,MG,58306122.660000004,14576530.665000001,16590800.501278998
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,GO,57471975.98,14367993.995,26896835.068189934
01356020000162,UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,SC,56884965.96,14221241.49,27067569.379097145
00368318000120,UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.,RJ,56271390.77,14067847.6925,28113993.16877412
90619818000180,HOSPITAL DE PRONTOCLINICA LTDA.,RS,55279026.37,13819756.5925,16444024.384401841
52204526000197,UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,SP,55200670.05,13800167.5125,8355874.823204175
29640612000120,CONFERÊNCIA SÃO JOSÉ DO AVAÍ,RJ,55098234.46999999,13774558.617499998,27133445.021393083
03702977000149,CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC,DF,54547762.78,13636940.695,27187490.52110995
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,RN,54434409.68,13608602.42,15990494.165731823
33721226000130,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,RJ,51340230.55,12835057.6375,24219884.21519139
72547623000190,SANTA CASA DE MISERICÓRDIA DE TUPÃ,SP,51033257.8,12758314.45,25326625.70147798
50368034000101,UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO,SP,50544236.92,12636059.23,24335905.804859143
40187311000126,GOCARE PLANOS DE SAUDE LTDA,SP,50511639.410000004,12627909.852500001,13003650.388375537
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,MT,50183779.28,12545944.82,24240093.87223883
50876139000171,NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA,RJ,48414417.23,12103604.3075,24196329.438446127
00946953000147,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,RJ,47987984.70999999,11996996.177499998,13005010.153512245
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,SP,46951025.239999995,11737756.309999999,23204863.757887952
03977587000181,SBC SAÚDE LTDA.,SP,46915170.84,11728792.71,13910585.981721124
67839969000121,AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA,SP,46803022.51,11700755.6275,8697108.819179157
03011072000122,PLANO HOSPITAL SAMARITANO LTDA,SP,46641514.02,11660378.505,8006303.553996587
32421708000102,BEST SENIOR OPERADORA DE SAÚDE LTDA,ES,46474602.629999995,11618650.657499999,13412109.768062644
59847780000152,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,SP,46090147.559999995,11522536.889999999,19952853.2980314
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,SP,45166478.44,11291619.61,21430832.60261364
58119199000151,ODONTOPREV S/A,SP,44618032.800000004,11154508.200000001,20068522.26969819
30460075000116,MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,RJ,43905339.32,10976334.83,7708122.734425411
04222989000139,UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,PB,43815795.63,10953948.9075,11394979.579945713
02668512000156,H.B. SAÚDE S/A.,SP,43792171.74999999,10948042.937499998,19013664.414580066
11073058000181,BENEVIX ADMINISTRADORA DE BENEFÍCIOS LTDA,ES,43668853.32,10917213.33,21639357.355836894
03123146000112,BIO SAÚDE SERVIÇOS MÉDICOS LTDA,SP,43442266.89,10860566.7225,7555886.546152411
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,42806499.3,10701624.825,19212015.42761923
02172353000102,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,RN,41926028.769999996,10481507.192499999,20750867.645107035
24294787000100,UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO,PB,41594613.26,10398653.315,10004972.203381987
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,GO,41277865.2,10319466.3,11828318.33203896
89640452000141,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,RS,40832646.019999996,10208161.504999999,19771586.651714336
02852017000100,SISTEMAS E PLANOS DE SAÚDE LTDA.,SP,40615758.45,10153939.6125,6768212.923922563
38272479000198,PB ASSISTENCIA MEDICA EU LTDA,BA,40178226.489999995,10044556.622499999,14792009.806141024
41781949000153,UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS,MG,40087189.32,10021797.33,18916125.684458103
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,39557435.39,9889358.8475,19517274.85857133
69087922000184,UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,SP,39313727.96,9828431.99,11083137.05551287
23725062000166,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,CE,39299980.28,9824995.07,13322743.331874436
17146846000137,PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,SP,39108690.36,9777172.59,11724721.335357435
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,AL,38983597.71,9745899.4275,6232944.967502307
